,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
22,@megabusuk @megabus is the London - Leeds 13:30 Megabus late? By how long? No info on stands or boards.,FALSE,0,megabusuk,4/27/16 12:40,FALSE,NA,7.25304E+17,210765002,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",kl_guest,0,FALSE,FALSE,NA,NA
23,@ionnaonly me and my megabus budget ’Ê_’ü_,FALSE,0,ionnaonly,4/27/16 12:39,FALSE,7.25E+17,7.25303E+17,4876793505,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",smoothfuego1,0,FALSE,FALSE,NA,NA
24,"@d_drrty I propose ""Megabus  Primary"" or ""Hella Tolls Primary""",FALSE,0,d_drrty,4/27/16 12:39,FALSE,7.25E+17,7.25303E+17,1410026719,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",d_drrty,0,FALSE,FALSE,NA,NA
25,"@vivian_hc_tan Hello, you have reached megabus in North America. @megabusuk would be able to help or you could email enquiries@megabus.com",FALSE,0,vivian_hc_tan,4/27/16 12:33,FALSE,7.25E+17,7.25302E+17,4463945356,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",MegabusHelp,0,FALSE,FALSE,NA,NA
26,"@VernonRHaganJr1 Hello, Megabus does not travel to Magnolia, Tx. Check the website for our Texas departures. https://t.co/8UxOyIwYzp",FALSE,0,VernonRHaganJr1,4/27/16 12:29,FALSE,7.25E+17,7.25301E+17,7.25E+17,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",megabus,0,FALSE,FALSE,NA,NA
27,"Today = 5hr megabus, 45min walk, audition, 45 min walk, 5hr megabus, cake. Mcr to London #actor #actorslife",FALSE,2,NA,4/27/16 12:29,FALSE,NA,7.25301E+17,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",AndyAvery1983,0,FALSE,FALSE,NA,NA
28,"If you hug someone bye as they board a megabus are they really ""a loved one?""",FALSE,0,NA,4/27/16 12:26,FALSE,NA,7.253E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tomsfeeney,0,FALSE,FALSE,NA,NA
29,Of course I'm the first person someone sits next to when it's time to start filling both megabus seats. #friendlyfacecurse,FALSE,0,NA,4/27/16 12:14,FALSE,NA,7.25297E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lestamm,0,FALSE,FALSE,NA,NA
30,"@MegabusHelp I bought a ticket, I received transaction comfirmation to WorldPay but i not received the e-mail from Megabus What should I do?",FALSE,0,MegabusHelp,4/27/16 12:10,FALSE,NA,7.25296E+17,533270484,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",lotombal,0,FALSE,FALSE,NA,NA
31,also megabus wifi is shit and hardly works im mad sort it out @megabusuk,FALSE,0,KIMNAMJ0ON,4/27/16 12:07,FALSE,7.25E+17,7.25295E+17,485223400,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",KIMNAMJ0ON,0,FALSE,FALSE,NA,NA
32,"when i got the coach the driver was like ""we're actually on schedule"" like he knows damn well that megabus are a load of late shites",FALSE,1,NA,4/27/16 12:06,FALSE,NA,7.25295E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",KIMNAMJ0ON,0,FALSE,FALSE,NA,NA
33,"Love to @Del_irium telling tales of #HamletMcr at @GMFringe press launch later. Wish I could be there. Stuck on a megabus, covered in meat.",FALSE,1,NA,4/27/16 12:04,FALSE,NA,7.25295E+17,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",AndyAvery1983,0,FALSE,FALSE,NA,NA
34,"only if u secure my megabus. 

LOL jk https://t.co/AWc3NEtfbY",FALSE,0,NA,4/27/16 12:04,FALSE,NA,7.25295E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",VANILLAxBONES,0,FALSE,FALSE,NA,NA
35,"@lauradent_ @cr4yola fuck Bristol -megabus is 8.5 hours, accommodation isn't halls so ur fucked if u don't like ur flat mates &amp; I'm at Leeds",FALSE,0,lauradent_,4/27/16 11:39,FALSE,7.25E+17,7.25288E+17,394155048,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hannahdavison00,0,FALSE,FALSE,NA,NA
36,Where you're sat in a coach and there's just 1 couple talking loudly... #megabus #killmepliz #ShutUpAndGo,FALSE,1,NA,4/27/16 11:17,FALSE,NA,7.25283E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",vivian_hc_tan,0,FALSE,FALSE,NA,NA
37,they didn't have it ’Ê_’_ã’Ê_’_ã (omg my phone just tried to connect to megabus wifi??? thanks england),FALSE,0,NA,4/27/16 11:00,FALSE,NA,7.25278E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",paraphernaliae,0,FALSE,FALSE,NA,NA
38,@megabus London to Barcelona- when can o purchase a ticket pls? Looking for June,FALSE,0,megabus,4/27/16 10:52,FALSE,NA,7.25276E+17,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MadBaker,0,FALSE,FALSE,NA,NA
39,"Wrote a blog about a similar ride in UK called #MegabusGold. Saved $$$, but not well-rested https://t.co/x7PNyzA62l https://t.co/HgmdQxrVjj",FALSE,0,NA,4/27/16 10:35,FALSE,NA,7.25272E+17,NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",KarenSoh,0,FALSE,FALSE,NA,NA
40,Already dreading the bus back to Aberdeen and it's not even til tomorrow. Praying that I had the sense to book megabus gold.,FALSE,1,NA,4/27/16 10:24,FALSE,NA,7.25269E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MartinFace,0,FALSE,FALSE,NA,NA
41,"@megabusuk thanks, so the megabus that has been sitting here is not actually our bus?",FALSE,0,megabusuk,4/27/16 10:24,FALSE,7.25E+17,7.25269E+17,210765002,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CazMinx,0,FALSE,FALSE,NA,NA
42,"On the wonder that is the megabus, which may as well be called the mega-cheap-bus, to Worcester, where I'll be giving at talk at the uni :)",FALSE,0,NA,4/27/16 10:20,FALSE,NA,7.25268E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mv_castrillon,0,FALSE,FALSE,NA,NA
43,@megabus .com.         Does the bus go to Magnolia Texas,FALSE,0,megabus,4/27/16 10:18,FALSE,7.03E+17,7.25268E+17,30965315,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",VernonRHaganJr1,0,FALSE,FALSE,NA,NA
44,"@megabus Does the megabus go to the City of Magnolia, Texas....if so when and where and how much??? Thanks",FALSE,0,megabus,4/27/16 10:15,FALSE,7.03E+17,7.25267E+17,30965315,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",VernonRHaganJr1,0,FALSE,FALSE,NA,NA
45,"It is now 11.10am, our bus should have left now but instead we are alllll waiting outside. #firstworldproblems #megabus",FALSE,0,NA,4/27/16 10:12,FALSE,NA,7.25266E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CazMinx,0,FALSE,FALSE,NA,NA
46,I added a video to a @YouTube playlist https://t.co/WIZDQcq0Mc LV65OFU-Ambulance driver being a right knob as I helped MegaBus driver,FALSE,0,NA,4/27/16 10:02,FALSE,NA,7.25264E+17,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",londonukwitness,0,FALSE,FALSE,NA,NA
47,Skylar Astin talks to us about his partnership with @MegaBus &amp; his engagement to Anna Camp! https://t.co/5d84TQjeg6 https://t.co/eR4wam58uO,FALSE,7,NA,4/27/16 10:00,FALSE,NA,7.25263E+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",HOLLYWIRE,3,FALSE,FALSE,NA,NA
48,When it smells of cigs so much on the megabus you can practically taste it ’Ê_’±ç,FALSE,0,NA,4/27/16 9:31,FALSE,NA,7.25256E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ben_hepworth05,0,FALSE,FALSE,NA,NA
49,the megabus stinks of garlic,FALSE,0,NA,4/27/16 9:21,FALSE,NA,7.25253E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",meganisrick,0,FALSE,FALSE,NA,NA
50,@Im_Gggrr Ace. Do Megabus/train not run from near you? https://t.co/L60fliqghq Will let you know hol dates later. Let's make this happen x,FALSE,0,Im_Gggrr,4/27/16 9:06,FALSE,7.25E+17,7.2525E+17,248172280,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",W1ldNat,0,FALSE,FALSE,NA,NA
51,I hope I'll have time to buy Orange vol. 3 before taking megabus.,FALSE,0,NA,4/27/16 9:04,FALSE,NA,7.25249E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",finntastinen,0,FALSE,FALSE,NA,NA
52,Who the hell decided to take the Megabus for a damn field trip. I refuse to hear fuckin middle school girls giggle at 4 in the damn morning,FALSE,0,NA,4/27/16 8:43,FALSE,NA,7.25244E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SUM_DewD_iNEW,0,FALSE,FALSE,NA,NA
53,"@Husky_HLWhyte02 Beautiful country, you'll have a fabulous time!!! :D Hope you're travelling by Megabus! ;) J",FALSE,0,Husky_HLWhyte02,4/27/16 8:23,FALSE,7.25E+17,7.25239E+17,4011271587,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",StagecoachNE,0,FALSE,FALSE,NA,NA
54,@megabus it's 4:03...let's see how long before he lets me in. Just sitting in the cold https://t.co/kKLYlkrDck,FALSE,0,megabus,4/27/16 8:04,FALSE,NA,7.25234E+17,30965315,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",twonsoulo,0,FALSE,FALSE,NA,NA
55,The Megabus was three hours late. I got some words for their asses tomorrow.,FALSE,0,NA,4/27/16 8:00,FALSE,NA,7.25233E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NoMoreMr_NiceTy,0,FALSE,FALSE,NA,NA
56,"@gersmandan Ach, all aboard the Megabus, sharing a carry-oot. Nae probs!",FALSE,1,gersmandan,4/27/16 7:36,FALSE,7.25E+17,7.25227E+17,419903629,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dmccarthyDR,0,FALSE,FALSE,NA,NA
57,"I'm at MegaBus Stop (New York, NY) w/ 3 others https://t.co/35mGReFubn",FALSE,0,NA,4/27/16 7:30,FALSE,NA,7.25226E+17,NA,"<a href=""https://luufy.com/"" rel=""nofollow"">johnofthelegend</a>",johnofthelegend,0,FALSE,FALSE,NA,NA
58,On the early national express bus to glasgow coz it was much cheaper than megabus...and it's a proper national express coach this time,FALSE,1,NA,4/27/16 7:15,FALSE,NA,7.25222E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yo_mikey_,0,FALSE,FALSE,NA,NA
59,"been on the megabus since half 6 and still not even in Leeds yet, pass me a bloody rope ’Ê_’ü£",FALSE,1,NA,4/27/16 7:12,FALSE,NA,7.25221E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rrramonaflowers,0,FALSE,FALSE,NA,NA
60,@lizzieannelay figured it would be about that - will have to see how much I get paid. At least a megabus to London from Cardiff is only å£3!,FALSE,0,lizzieannelay,4/27/16 6:41,FALSE,7.25E+17,7.25213E+17,20726189,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",behblinny,0,FALSE,FALSE,NA,NA
61,@brucejenner1976 LMAO NOOOO megabus is the worst’Ê_’üâ’Ê_’üâ,FALSE,1,brucejenner1976,4/27/16 5:59,FALSE,7.25E+17,7.25203E+17,321131980,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",amytheApple,0,FALSE,FALSE,NA,NA
62,i almost missed my megabus typical frank,FALSE,0,NA,4/27/16 5:51,FALSE,NA,7.25201E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",frnkrmustdie,0,FALSE,FALSE,NA,NA
63,@Demigodace megabus I'm thinking,FALSE,0,Demigodace,4/27/16 5:47,FALSE,7.25E+17,7.252E+17,27292620,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ItsJustKent,0,FALSE,FALSE,NA,NA
64,Skylar Astin talks to us about his partnership with @MegaBus &amp; his engagement to Anna Camp! https://t.co/5d84TQjeg6 https://t.co/6oVkr0jVDl,FALSE,5,NA,4/27/16 5:00,FALSE,NA,7.25188E+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",HOLLYWIRE,1,FALSE,FALSE,NA,NA
65,@pennyjilling @makeartanddie megabus is so much fun no one bothers u at all,FALSE,1,pennyjilling,4/27/16 4:07,FALSE,7.25E+17,7.25174E+17,2186751959,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",frankl0tion,0,FALSE,FALSE,NA,NA
66,"""@pintsizedpilot: https://t.co/n3xm6xdRIW:Safe Cost-Effective Road Trip Alternative https://t.co/t8Apfll7R1 via @backroadplanet"" trend2watch",FALSE,1,NA,4/27/16 4:03,FALSE,NA,7.25173E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yourtechmama,0,FALSE,FALSE,NA,NA
67,I got a modern megabus with plug sockets and Wi-Fi I am BLESSED,FALSE,0,NA,4/27/16 3:44,FALSE,NA,7.25169E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nocaptaincunt,0,FALSE,FALSE,NA,NA
68,"A Megabus reference on @nprpolitics' coverage of the five primaries?

Awesome.",FALSE,0,NA,4/27/16 2:11,FALSE,NA,7.25145E+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",witfnews,0,FALSE,FALSE,NA,NA
69,@actioncookbook yeah sounds like the Megabus primary to me,FALSE,0,actioncookbook,4/27/16 1:41,FALSE,7.25E+17,7.25138E+17,25564232,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",thesarahkelly,0,FALSE,FALSE,NA,NA
70,"Since I've never been on the Acela, I'm going to have to refer to tonight as the Megabus primary.",FALSE,3,NA,4/27/16 1:21,FALSE,NA,7.25133E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",lahoare,0,FALSE,FALSE,NA,NA
71,@TheBrooklynLife i see it on wiki. nice! and it's a huge megabus stop!,FALSE,0,TheBrooklynLife,4/27/16 1:17,FALSE,7.25E+17,7.25132E+17,355729031,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",thewarz0ne,0,FALSE,FALSE,NA,NA
72,Megabus line getting way too hip. https://t.co/f6E8lPTv4z,FALSE,0,NA,4/27/16 1:11,FALSE,NA,7.2513E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lauren_machi,0,FALSE,FALSE,NA,NA
73,@megabus Booked a trip Toronto to Montreal with reserved seating to find out that my seat is taken by someone who wouldn't move! Horrible.,FALSE,0,megabus,4/27/16 0:46,FALSE,NA,7.25124E+17,30965315,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ghalyoon,0,FALSE,FALSE,NA,NA
74,There's a Megabus going to Washington D.C outside this gas station. 30 retweets and I'll jump on it,FALSE,0,NA,4/27/16 0:09,FALSE,NA,7.25115E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WadsworthShelby,0,FALSE,FALSE,NA,NA
75,I liked a @YouTube video from @londonukwitness https://t.co/tiwKebq4gD LV65OFU-Ambulance driver being a right knob as I helped MegaBus,FALSE,0,NA,4/26/16 23:54,FALSE,NA,7.25111E+17,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",Jason_Gaskell,0,FALSE,FALSE,NA,NA
76,@billacookie Hello. Please follow and DM us with the reservation number.,FALSE,0,billacookie,4/26/16 23:46,FALSE,7.25E+17,7.25109E+17,2670691866,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",megabus,0,FALSE,FALSE,NA,NA
77,I don't give a fizzzNUCK ! I will megabus for a plate  https://t.co/bSxFj9lDaK,FALSE,0,NA,4/26/16 23:45,FALSE,NA,7.25109E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",__JalisaRenae,1,FALSE,FALSE,NA,NA
78,Waiting for returns from today's Megabus Primary is like being in a Megabus stuck in I-95 traffic,FALSE,2,NA,4/26/16 23:38,FALSE,NA,7.25107E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MattLaslo,0,FALSE,FALSE,NA,NA
79,A low point in my life was sh*tting myself at my first film festival. @megabus was there. Read on..,FALSE,1,NA,4/26/16 23:38,FALSE,NA,7.25107E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",alhell,0,FALSE,FALSE,NA,NA
80,so i thought i‰Ûªd try @Megabus for the first time &amp; my trip was only 40 bones - a damn steal.,FALSE,0,NA,4/26/16 23:33,FALSE,NA,7.25106E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",alhell,0,FALSE,FALSE,NA,NA
81,@angela_rose06 I've been looking at either greyhound or the megabus which is Atlantic casino bus the greyhound seems a better drop off,FALSE,1,angela_rose06,4/26/16 23:32,FALSE,7.25E+17,7.25105E+17,1158614941,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",likeswaffles,1,FALSE,FALSE,NA,NA
82,finally the Megabus gets there. i have to fight someone out of my prime front row seat &amp; it gets slightly heated,FALSE,0,NA,4/26/16 23:32,FALSE,NA,7.25105E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",alhell,0,FALSE,FALSE,NA,NA
83,"the ride was TOTALLY smooth. i can‰Ûªt recommend megabus enough. way better than uber, for long distances, IMO",FALSE,3,NA,4/26/16 23:31,FALSE,NA,7.25105E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",alhell,0,FALSE,FALSE,NA,NA
84,festival screenings happened. took megabus home that very night. rolled straight into work at my office the next morning,FALSE,0,NA,4/26/16 23:21,FALSE,NA,7.25103E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",alhell,0,FALSE,FALSE,NA,NA
85,What the hell is happening with @megabus between Cardiff and birmingham my bf has server anxiety and is left out in the cold for 3 hours.,FALSE,0,NA,4/26/16 23:14,FALSE,NA,7.25101E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",billacookie,0,FALSE,FALSE,NA,NA
86,Megabus on wheels. Heard it's horrible  https://t.co/Pe5U6EdwkG,FALSE,0,NA,4/26/16 23:10,FALSE,NA,7.251E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WhyUMadThough,2,FALSE,FALSE,NA,NA
87,I saw #boltbus primary. I also recommend #megabus primary. Cuz like who can afford the Acela? https://t.co/0tHnsFJzr0,FALSE,4,NA,4/26/16 22:54,FALSE,NA,7.25096E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",fmh94,0,FALSE,FALSE,NA,NA
88,"Which implies slower, less reliable returns: BoltBus or MegaBus primary ? https://t.co/DI56IUjqds",FALSE,0,NA,4/26/16 22:48,FALSE,NA,7.25094E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mikemadowitz,0,FALSE,FALSE,NA,NA
89,"Had a feeling wouldn't be worth paying more for reserved bus seat. Oh well. Megabus still one of best deals in town. See you soon, Beantown.",FALSE,0,NA,4/26/16 22:17,FALSE,NA,7.25086E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ColeRosengren,0,FALSE,FALSE,NA,NA
90,@brfreed showing your elitism‰Û_no Chinatown Bus? Megabus? :),FALSE,1,brfreed,4/26/16 22:07,FALSE,7.25E+17,7.25084E+17,14207809,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",RealDarrenCohen,0,FALSE,FALSE,NA,NA
91,"""Luke Turner you're a cunt go fuck Shia LaBeouf. I'm never coming back to London I'm going to block him on Facebook"" LDN - CWM 11pm Megabus.",FALSE,4,worndowntoys,4/26/16 22:03,FALSE,7.25E+17,7.25083E+17,210176807,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",worndowntoys,0,FALSE,FALSE,NA,NA
