,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
35,Sign of wealth for nonprofit = CEO can take the train in the northeast instead of Megabus! #Flossin,FALSE,2,NA,4/26/16 15:10,FALSE,NA,724978919644880000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",khalil_fuller,0,FALSE,FALSE,NA,NA
36,@JuuJuugurl @megabus still hasn't put me in touch with a manager. Lol,FALSE,0,JuuJuugurl,4/26/16 15:02,FALSE,7.25E+17,724977015946928000,469460865,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Anna_photo,0,FALSE,FALSE,NA,NA
37,I dislike the nickname Acela primary. Greyound/Megabus/sometimes NE regional-if-there‰Ûªs-a-good-deal primary seems more fitting to me,FALSE,3,NA,4/26/16 15:02,FALSE,NA,724976957725745000,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JamesArkin,0,FALSE,FALSE,NA,NA
38,RT @MattLaslo: You mean the Megabus Primary?  https://t.co/X1EpIuaqmm,FALSE,0,NA,4/26/16 15:00,FALSE,NA,724976367260057000,NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",jbensondc,1,TRUE,FALSE,NA,NA
39,You mean the Megabus Primary?  https://t.co/X1EpIuaqmm,FALSE,1,NA,4/26/16 14:59,FALSE,NA,724976291158495000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MattLaslo,1,FALSE,FALSE,NA,NA
40,There's a guy on my megabus who's been talking loudly on the phone in Russian for over half an hour and it's driving me insane,FALSE,0,NA,4/26/16 14:39,FALSE,NA,724971070265122000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JackLazarusWard,0,FALSE,FALSE,NA,NA
41,@megabus loves to steal your money. They don't care about you at all. Capitalism at its finest.,FALSE,0,megabus,4/26/16 14:31,FALSE,NA,724969185130983000,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DaveHonda89,0,FALSE,FALSE,NA,NA
42,MegaBus primary‰Û_.better?  https://t.co/xWzeM6fb6u,FALSE,0,NA,4/26/16 14:11,FALSE,NA,724964158320566000,NA,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",RealDarrenCohen,0,FALSE,FALSE,NA,NA
43,@Alleighgator I was literally thinking that when I was listening to it in the megabus,FALSE,1,Alleighgator,4/26/16 13:59,FALSE,7.25E+17,724961204146442000,198190002,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",helter_skeleton,0,FALSE,FALSE,NA,NA
44,@asmith83 The Megabus Primary,FALSE,2,asmith83,4/26/16 13:47,FALSE,7.25E+17,724957954261323000,7591572,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",BenjySarlin,0,FALSE,FALSE,NA,NA
45,@bdgflint Although I did do a Megabus from Glasgow to London 5 years ago and thought I wouldn't survive the journey,FALSE,1,bdgflint,4/26/16 13:21,FALSE,7.25E+17,724951600318537000,2363732288,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Steven_Armour,0,FALSE,FALSE,NA,NA
46,Megabus return journeys from Edinburgh to London are å£6. 8 hour journey time. Worth it?,FALSE,0,NA,4/26/16 13:20,FALSE,NA,724951238937337000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Steven_Armour,0,FALSE,FALSE,NA,NA
47,@JAYFABPAGE @ArrivaTW they are a rip off jay! Get on the megabus to London for that,FALSE,1,JAYFABPAGE,4/26/16 13:17,FALSE,7.25E+17,724950654213574000,79859635,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MeganBx,0,FALSE,FALSE,NA,NA
48,"#Job #Manhattan https://t.co/lOH0goTqkL Student Ambassador - https://t.co/lOH0goTqkL - New York, NY: GA - Atlan... https://t.co/eh0V80LBxB",FALSE,0,NA,4/26/16 13:10,FALSE,NA,724948840076333000,NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",JobManhattan,0,FALSE,FALSE,NA,NA
49,"""NO FAIR MY POLLING PLACE DIDN'T HAVE STICKERS!!"" is what I just shouted at the driver of this Megabus as I saw his ""I Voted"" sticker.",FALSE,6,NA,4/26/16 12:50,FALSE,NA,724943753111326000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",galinja,0,FALSE,FALSE,NA,NA
50,"@Jammy_Robinson yeah Norwich, å£34. An we can get the megabus or something an that's like 6 quid from Worc.",FALSE,1,Jammy_Robinson,4/26/16 12:23,FALSE,7.25E+17,724937018128633000,498708417,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Yeahluketweets,0,FALSE,FALSE,NA,NA
51,"Taking @megabus today from NYC to Burlington, VT = the @BernieSanders route.
#PrimaryDay #SuperTuesday
#FeelTheBern",FALSE,1,NA,4/26/16 12:15,FALSE,NA,724935000341286000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",HMPita,0,FALSE,FALSE,NA,NA
52,RT @Rob_Flaherty: I'm more of a Megabus primary guy myself tbh,FALSE,0,NA,4/26/16 12:08,FALSE,NA,724933160388157000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",galinja,1,TRUE,FALSE,NA,NA
53,@megabusuk ...get off &amp; go try the city or stagecoach services if urgently needing to be back sooner than the next megabus...,FALSE,0,megabusuk,4/26/16 12:02,FALSE,7.25E+17,724931590707617000,210765002,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",shecallsceilidh,0,FALSE,FALSE,NA,NA
54,#Job Alert: #NewYork #Jobs https://t.co/gi20iiuJIV Student Ambassador -‰Û_ https://t.co/7HKk8c1h9l For More Jobs &gt;&gt;&gt; Please Go2 our Page!,FALSE,0,NA,4/26/16 12:02,FALSE,NA,724931554980540000,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",NewYork_JobsUSA,0,FALSE,FALSE,NA,NA
55,I'm more of a Megabus primary guy myself tbh,FALSE,15,NA,4/26/16 11:52,FALSE,NA,724929022954758000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Rob_Flaherty,1,FALSE,FALSE,NA,NA
56,@MackenzieOster1 @SocialJamFest look up megabus,FALSE,0,MackenzieOster1,4/26/16 11:48,FALSE,7.25E+17,724928100291760000,7.01E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Thomasromelo,0,FALSE,FALSE,NA,NA
57,please overthrow the government for me everyone. lemme know when its safe and ill buy a megabus ticket.,FALSE,0,jaaaaaaaaaaayne,4/26/16 11:43,FALSE,7.25E+17,724926915614773000,21568012,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jaaaaaaaaaaayne,0,FALSE,FALSE,NA,NA
58,RT @ElliottLauder: Just on a megabus with Sandy and Sandra of gogglebox fame wbu http://t.co/52QDO8mpc2,FALSE,0,NA,4/26/16 11:38,FALSE,NA,724925558807744000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Graig64G,1,TRUE,FALSE,NA,NA
59,is getting the megabus pop punk?,FALSE,5,NA,4/26/16 11:14,FALSE,NA,724919478534950000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",helter_skeleton,1,FALSE,FALSE,NA,NA
60,Free megabus tickets https://t.co/2qzwr9Fkf3,FALSE,0,NA,4/26/16 11:11,FALSE,NA,724918802245378000,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",melgillSSGT,0,FALSE,FALSE,NA,NA
61,On a little adventure to Bristol! #Shakespeare #Megabus,FALSE,0,NA,4/26/16 11:10,FALSE,NA,724918689842208000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sydneyamee,0,FALSE,FALSE,NA,NA
62,Free megabus tickets https://t.co/On1GbGHQmn,FALSE,0,NA,4/26/16 11:09,FALSE,NA,724918366331396000,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",melgillSSGT,0,FALSE,FALSE,NA,NA
63,This megabus needs to put some pep in its step,FALSE,2,NA,4/26/16 11:05,FALSE,NA,724917246284468000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",theAndySerrato,0,FALSE,FALSE,NA,NA
64,@HarveySimpson97 Where did you go on it? Can't beat a cheap megabus trip man ha xx,FALSE,0,HarveySimpson97,4/26/16 11:03,FALSE,7.25E+17,724916724223598000,946611914,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Kerri_S89,0,FALSE,FALSE,NA,NA
65,Remember when I had to megabus...?? HAHAHA,FALSE,0,NA,4/26/16 9:41,FALSE,NA,724896167537074000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SuixideSkwad,0,FALSE,FALSE,NA,NA
66,"@EmmaSalthouse Hi Emma. You can book some trips via https://t.co/3iWTLcRfcO or just pay your driver on the day. Fares will differ, though.",FALSE,0,EmmaSalthouse,4/26/16 9:38,FALSE,7.25E+17,724895352382492000,160854172,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",FlySWFalcon,0,FALSE,FALSE,NA,NA
67,@DazzleVintage Hi. You can either buy direct from the driver or go to https://t.co/3iWTLcRfcO to book your tickets in advance.,FALSE,0,DazzleVintage,4/26/16 9:37,FALSE,7.25E+17,724895188200599000,379050880,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",FlySWFalcon,0,FALSE,FALSE,NA,NA
68,if u can't go dam just get the megabus to brum lool,FALSE,0,NA,4/26/16 9:34,FALSE,NA,724894285292814000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",d0rms,0,FALSE,FALSE,NA,NA
69,"@GOtransit @freshwater4ever its time to do something. If ViaRail, MegaBus, Amtrak and nearly every other company can do it. Why can't u?",FALSE,1,GOtransit,4/26/16 9:32,FALSE,7.22E+17,724893925635461000,52188923,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",brianrcline,0,FALSE,FALSE,NA,NA
70,dear @daraobriain I found something to remind you of @MockTheWeek. It's not the megabus man but it's better https://t.co/yrlxoE7anM,FALSE,0,NA,4/26/16 9:10,FALSE,NA,724888346833592000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Puttzthewriter,0,FALSE,FALSE,NA,NA
71,M10 11:10 BRI-UWE-LON will now operate with a megabus coach apologies for any confusion. https://t.co/ymOdUTtiFS,FALSE,0,NA,4/26/16 8:43,FALSE,NA,724881519609827000,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",megabusuk,0,FALSE,FALSE,NA,NA
72,4 hour megabus to Manchester isn't the one tho https://t.co/14AbNNwgaZ https://t.co/g7ODkdeguI,FALSE,0,NA,4/26/16 8:35,FALSE,NA,724879687927906000,NA,"<a href=""http://127.0.0.1/"" rel=""nofollow"">Godiva Ricks828</a>",BeBerrigan,0,FALSE,FALSE,NA,NA
73,4 hour megabus to Manchester isn't the one tho,FALSE,0,NA,4/26/16 8:35,FALSE,NA,724879445279031000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",OfficialSideman,0,FALSE,FALSE,NA,NA
74,Pleasantly surprised by the sleeper bus (Megabus) to Perth and back. A snip at å£50 for a return,FALSE,3,NA,4/26/16 8:29,FALSE,NA,724877943755919000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mjdwaring,0,FALSE,FALSE,-0.1196081,51.5147386
75,Why is there always a crying baby on the Megabus ’Ê_’üÁ,FALSE,2,NA,4/26/16 8:03,FALSE,NA,724871580497620000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",james_oakley,0,FALSE,FALSE,NA,NA
76,#Scotland are using the public transport for political propaganda like a 3er country. Not every one using the Megabus are agreed with that,FALSE,0,NA,4/26/16 7:49,FALSE,NA,724868018052943000,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",grannyisa,0,FALSE,FALSE,NA,NA
77,@GotMyEdgesMami megabus then,FALSE,0,GotMyEdgesMami,4/26/16 7:43,FALSE,7.25E+17,724866560360386000,359210635,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",__Doug___,0,FALSE,FALSE,NA,NA
78,@megabus 62-2093-042516-M28R-2300-PIT-NEW,FALSE,0,megabus,4/26/16 7:15,FALSE,7.25E+17,724859423181643000,30965315,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sarakaempf,0,FALSE,FALSE,NA,NA
79,"Quality service from @megabus as usual, if I'm lucky I'll only be 20 minutes late, not 30. Ffs.",FALSE,0,NA,4/26/16 7:10,FALSE,NA,724858182808551000,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",SirTerenceBoot,0,FALSE,FALSE,NA,NA
80,@sarakaempf Thank you for informing us. Please send me your reservation number in a DM to investigate this issue,FALSE,0,sarakaempf,4/26/16 7:09,FALSE,7.25E+17,724857807154106000,444976881,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",megabus,0,FALSE,FALSE,NA,NA
81,I'm stuck on a broken down megabus in State College. Could someone at Penn State send me survival supplies and a pizza?,FALSE,0,NA,4/26/16 7:00,FALSE,NA,724855659792052000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sarakaempf,0,FALSE,FALSE,NA,NA
82,"""You lost your mind rushing here and now I will smugly, unapologetically delay our 8 hours and 25 minutes together"", laughed the Megabus.",FALSE,1,NA,4/26/16 6:55,FALSE,NA,724854371259957000,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",jccmckwn,0,FALSE,FALSE,NA,NA
83,Why is the Seinfeld theme song playing on the megabus???,FALSE,2,NA,4/26/16 6:34,FALSE,NA,724849152543342000,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DarrenPaner,0,FALSE,FALSE,NA,NA
84,RT @filthy_squirrel: 6am Megabus to Leeds mush!!!!! Tireeeeeeeed squirrel ’Ê_’¡À’Ê_’__’Ê_’¡À #leeds #hereicome #northerndelights https://t.co/yWfczlG3AD,FALSE,0,NA,4/26/16 6:31,FALSE,NA,724848465759621000,NA,"<a href=""http://streetwise.life"" rel=""nofollow"">StreetwiseLife</a>",StreetwiseLife,1,TRUE,FALSE,NA,NA
85,RT @rambo84512547: Dumb criminal of the day  Passenger Arrested For Masturbating Up To Three HoursDuring Megabus Trip thought ... https://t‰Û_,FALSE,0,NA,4/26/16 6:21,FALSE,NA,724845877014224000,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",rambo83445158,1,TRUE,FALSE,NA,NA
86,"@DJCLOCKmpls Thank you Megabus Man for liking this tweet, I hope this too is relevant to your interests:
https://t.co/vtyUevp7ql",FALSE,1,kaifkaesque,4/26/16 6:07,FALSE,7.25E+17,724842351680733000,743886456,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kaifkaesque,0,FALSE,FALSE,NA,NA
87,How is one supposed to take a nap when my megabus is fucking baltic? ‰ùã•üè‰ùã•üè‰ùã•üè‰ùã•üè #stiffnips #letmesleep,FALSE,0,NA,4/26/16 5:51,FALSE,NA,724838381415444000,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",alimacgrory,0,FALSE,FALSE,NA,NA
88,6am Megabus to Leeds mush!!!!! Tireeeeeeeed squirrel ’Ê_’¡À’Ê_’__’Ê_’¡À #leeds #hereicome #northerndelights https://t.co/yWfczlG3AD,FALSE,2,NA,4/26/16 5:51,FALSE,NA,724838375707021000,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",filthy_squirrel,1,FALSE,FALSE,NA,NA
89,anyone else think the @megabus logo is creepy?,FALSE,0,NA,4/26/16 5:29,FALSE,NA,724832859874275000,NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iëÙS</a>",runsammrun,0,FALSE,FALSE,NA,NA
90,Hey are you suppost to tAke care of a megabus.,FALSE,0,NA,4/26/16 5:13,FALSE,NA,724828650823122000,NA,"<a href=""http://www.fuckyou.com"" rel=""nofollow"">wing king</a>",frankyyybabyyy,0,FALSE,FALSE,NA,NA
